cohort,cohort_first_order_in_homes,first_month,commitment,non_commitment,price_bucket_0_60,price_bucket_61_97,price_bucket_90_inf,known_price_commitment,unknown_price_commitment
426,3/3/2025,3,0.93000000000000,0.07000000000000,0.34428794992175,0.25352112676056,0.40219092331768,0.93000000000000,0.07000000000000
427,3/10/2025,3,0.93000000000000,0.07000000000000,0.31978319783198,0.29810298102981,0.38211382113821,0.93000000000000,0.07000000000000
428,3/17/2025,3,0.93000000000000,0.07000000000000,0.53134635149024,0.05241521068859,0.41623843782117,0.93000000000000,0.07000000000000
429,3/24/2025,3,0.93000000000000,0.07000000000000,0.54243827160494,0.04783950617284,0.40972222222222,0.93000000000000,0.07000000000000
430,3/31/2025,3,0.93000000000000,0.07000000000000,0.48785871964680,0.12582781456954,0.38631346578366,0.93000000000000,0.07000000000000
431,4/7/2025,4,0.93000000000000,0.07000000000000,0.45288326300985,0.15611814345992,0.39099859353024,0.93000000000000,0.07000000000000
432,4/14/2025,4,0.93000000000000,0.07000000000000,0.42644320297952,0.21601489757914,0.35754189944134,0.93000000000000,0.07000000000000
433,4/21/2025,4,0.93000000000000,0.07000000000000,0.36767676767677,0.23434343434343,0.39797979797980,0.93000000000000,0.07000000000000
434,4/28/2025,4,0.93000000000000,0.07000000000000,0.35078534031414,0.18150087260035,0.46771378708552,0.93000000000000,0.07000000000000
435,5/5/2025,5,0.93000000000000,0.07000000000000,0.37551867219917,0.21369294605809,0.41078838174274,0.93000000000000,0.07000000000000
436,5/12/2025,5,0.93000000000000,0.07000000000000,0.34285714285714,0.24835164835165,0.40879120879121,0.93000000000000,0.07000000000000
437,5/19/2025,5,0.93000000000000,0.07000000000000,0.31712962962963,0.25000000000000,0.43287037037037,0.93000000000000,0.07000000000000
438,5/26/2025,5,0.93000000000000,0.07000000000000,0.68548387096774,0.02258064516129,0.29193548387097,0.93000000000000,0.07000000000000
439,6/2/2025,6,0.93000000000000,0.07000000000000,0.71185127807901,0.01859024012393,0.26955848179706,0.93000000000000,0.07000000000000
